gene,DoTT_by_Readout,log2FC_4sU,Upregulated,DEstatus.2
CLDN11,FALSE,-2.7759907511482687,FALSE,FALSE
DLG3,TRUE,-1.1825330954725797,FALSE,FALSE
KIAA0391,FALSE,-1.0285322220399582,FALSE,FALSE
BCYRN1,FALSE,1.807354922057604,TRUE,FALSE
NCK2,FALSE,-4.02059716929147,FALSE,FALSE
MAP4K4,FALSE,-0.9397016524646717,FALSE,FALSE
SAYSD1,FALSE,-3.6300503902496946,FALSE,FALSE
MDN1,TRUE,-1.1861457435869904,FALSE,FALSE
DKFZP434O1614,TRUE,5.067355267801764,TRUE,TRUE
RP11-410L14.2,TRUE,-2.04169294829996,FALSE,FALSE
FBXO9,FALSE,-3.2852876874414845,FALSE,FALSE
ICK,FALSE,-2.754353071692127,FALSE,FALSE
CD83,TRUE,1.6339324763790646,TRUE,TRUE
RNF8,FALSE,-0.38289611217878916,FALSE,FALSE
RPL31,TRUE,-2.084074410358894,FALSE,FALSE
HINT2,FALSE,-3.006178574929124,FALSE,FALSE
ARHGEF39,TRUE,1.5506109959303793,TRUE,TRUE
HIST1H3G,FALSE,-6.543086589355599,FALSE,FALSE
MRPL30,FALSE,0.43127710744024156,FALSE,FALSE
ERO1L,TRUE,-3.31171920992732,FALSE,FALSE
DENND4C,TRUE,-1.202449173449552,FALSE,FALSE
RP11-1057B6.1,TRUE,2.8515444558851644,TRUE,TRUE
ZNF268,FALSE,0.49643943069593643,FALSE,FALSE
RP11-514P8.7,FALSE,-0.30894716390446514,FALSE,FALSE
GOLGA3,FALSE,-2.2321783827893347,FALSE,FALSE
RPS6,FALSE,-2.56498011916202,FALSE,FALSE
CES2,FALSE,-2.5877996600246855,FALSE,FALSE
HK2,FALSE,-1.5836900583729359,FALSE,FALSE
PDP2,TRUE,-3.4961122819637653,FALSE,FALSE
C1GALT1,TRUE,-2.4537179674429033,FALSE,FALSE
CLIP4,TRUE,-1.6455507628116828,FALSE,FALSE
DCTN3,FALSE,-4.166925634372603,FALSE,FALSE
MAPK13,TRUE,0.9945455699078919,FALSE,FALSE
CD72,TRUE,4.016808287686554,TRUE,TRUE
GRHPR,FALSE,-2.656842623851741,FALSE,FALSE
TTC31,FALSE,-2.6343371116947307,FALSE,FALSE
RPA3,TRUE,-1.889589581651315,FALSE,FALSE
PCGF1,FALSE,-2.4451881117295784,FALSE,FALSE
PLOD3,FALSE,-2.4575664664177346,FALSE,FALSE
C17orf58,FALSE,-4.823534849113039,FALSE,FALSE
ALDH1B1,FALSE,-5.394441469923262,FALSE,FALSE
YME1L1,FALSE,-0.9730921265364831,FALSE,FALSE
ABI1,TRUE,-1.0408745084789741,FALSE,FALSE
AC009495.3,FALSE,4.248761682325391,TRUE,FALSE
ASF1B,FALSE,-0.8813766309009152,FALSE,FALSE
ZKSCAN1,TRUE,-0.9302910281885955,FALSE,FALSE
TNK2,FALSE,-1.7001103733066771,FALSE,FALSE
PDAP1,TRUE,-2.3566709606308653,FALSE,FALSE
BUD31,FALSE,-0.9643218729769187,FALSE,FALSE
PTCD1,FALSE,-0.6768102565487262,FALSE,FALSE
ZFP36L2,FALSE,-4.792355787320608,FALSE,FALSE
DNAJC1,TRUE,-0.8551633666975188,FALSE,FALSE
NPTX2,TRUE,5.729716926428563,TRUE,TRUE
GGCX,TRUE,-2.415862603699898,FALSE,FALSE
CCT4,TRUE,-2.035404791697329,FALSE,FALSE
USP34,TRUE,-1.3579460528592606,FALSE,FALSE
HSPB1,FALSE,-3.5635753926543123,FALSE,FALSE
IGFBP5,FALSE,-5.111304835006094,FALSE,FALSE
EFHD1,FALSE,-1.6356110738892364,FALSE,FALSE
MCCC2,FALSE,-0.5256027496248042,FALSE,FALSE
SERPINB1,TRUE,-1.1525829548036957,FALSE,FALSE
UNC50,TRUE,-2.3911628534701714,FALSE,FALSE
EML1,TRUE,-2.755824621417522,FALSE,FALSE
STAM,TRUE,-0.17781682217521125,FALSE,FALSE
AP3S1,TRUE,-2.6909130138354986,FALSE,FALSE
MED14,FALSE,-2.1087031518971053,FALSE,FALSE
MRPL45,TRUE,-0.7446145729367744,FALSE,FALSE
BCL2L1,FALSE,-3.6927780164330253,FALSE,FALSE
IGFBP2,FALSE,-1.8257856274647914,FALSE,FALSE
SOCS7,FALSE,-0.9147003317446781,FALSE,FALSE
ELMOD3,FALSE,-1.3952789112514472,FALSE,FALSE
RP5-1068E13.7,TRUE,-2.756573878791355,FALSE,FALSE
CCDC149,FALSE,-1.6729334226391483,FALSE,FALSE
ENKD1,TRUE,-0.8747384030388806,FALSE,FALSE
TMEM5,TRUE,-2.6295526517452266,FALSE,FALSE
RP11-407N17.3,FALSE,0.6654700028807874,FALSE,FALSE
PAPOLG,FALSE,-0.6701728902401167,FALSE,FALSE
MAN1A2,TRUE,-2.311708252569483,FALSE,FALSE
SLC12A4,FALSE,-1.6449610830412755,FALSE,FALSE
MIER1,TRUE,-2.072124521545593,FALSE,FALSE
FAF1,TRUE,0.3139248713301488,FALSE,FALSE
CD3EAP,FALSE,-3.7315782299499958,FALSE,FALSE
RP11-58E21.3,FALSE,4.903750888077951,TRUE,FALSE
TSPYL5,FALSE,-3.9819672635648726,FALSE,FALSE
GLS,TRUE,-3.048703983133091,FALSE,FALSE
STAT1,TRUE,-2.3252045093255047,FALSE,FALSE
FN1,FALSE,-4.5653316798874775,FALSE,FALSE
RP11-463O12.3,TRUE,6.948367231584678,TRUE,TRUE
FBLN1,FALSE,-2.7392101609991895,FALSE,FALSE
COL27A1,TRUE,-1.0434836144112936,FALSE,FALSE
TMEM11,FALSE,-2.827428209217154,FALSE,FALSE
SZT2,TRUE,-0.8605430541225085,FALSE,FALSE
NPEPL1,FALSE,-0.49028439081954406,FALSE,FALSE
RP4-583P15.15,FALSE,-0.48020793822012436,FALSE,FALSE
LSM14A,TRUE,-1.9400629760040282,FALSE,FALSE
NMNAT1,FALSE,-0.7205100215697746,FALSE,FALSE
MAPK14,TRUE,-1.3584780859644348,FALSE,FALSE
KRI1,FALSE,-0.5260688116675875,FALSE,FALSE
ILF3,FALSE,-1.919059929125524,FALSE,FALSE
RABL6,FALSE,-2.0708317705969708,FALSE,FALSE
SLC44A2,FALSE,-3.8468177523896845,FALSE,FALSE
RP11-1407O15.2,FALSE,-1.4145513341383076,FALSE,FALSE
ZNF576,FALSE,-1.1637464265131883,FALSE,FALSE
CDKN2D,FALSE,-2.219666067691907,FALSE,FALSE
SRSF3,TRUE,-1.0869681445244317,FALSE,FALSE
TAP1,TRUE,-2.303490846630686,FALSE,FALSE
LYPD4,FALSE,7.894817763307944,TRUE,FALSE
CTD-2277K2.1,FALSE,5.222129515633508,TRUE,FALSE
EFCAB8,FALSE,6.371994393193652,TRUE,FALSE
KCTD20,TRUE,-4.366369784768972,FALSE,FALSE
HSPB7,FALSE,-2.9965933985567506,FALSE,FALSE
STK38,TRUE,-1.71397264903898,FALSE,FALSE
ZNF45,FALSE,-2.611630451183236,FALSE,FALSE
HMGA2,FALSE,-3.8573583020002586,FALSE,FALSE
FBXO5,FALSE,-4.430376680598126,FALSE,FALSE
RP11-270M14.5,FALSE,3.99665655692563,TRUE,FALSE
SIT1,TRUE,7.161887682376894,TRUE,TRUE
RNF38,FALSE,-1.9066547262315707,FALSE,FALSE
TLN1,FALSE,-2.7759215641023496,FALSE,FALSE
DNAJB5,FALSE,-4.322305714321763,FALSE,FALSE
RP11-561B11.3,TRUE,8.034523875334392,TRUE,TRUE
MIR381HG,FALSE,1.9679200290060779,TRUE,FALSE
FAM160A2,FALSE,-2.59264323780278,FALSE,FALSE
NAP1L1,TRUE,-1.0127699867931137,FALSE,FALSE
PLAA,FALSE,-3.496711587527732,FALSE,FALSE
POLR1E,FALSE,-1.55651945271929,FALSE,FALSE
FANCE,FALSE,-3.3758940241496145,FALSE,FALSE
IL11RA,FALSE,-2.0982561213243422,FALSE,FALSE
PPARD,FALSE,-1.6282490306423354,FALSE,FALSE
APTX,TRUE,-0.7925779376821055,FALSE,FALSE
UBAP2,TRUE,-0.2271553673624089,FALSE,FALSE
MTRF1L,TRUE,-1.187929791398783,FALSE,FALSE
TMEM261,FALSE,-4.651192421320082,FALSE,FALSE
HDAC6,TRUE,-1.9990480401892214,FALSE,FALSE
RANBP6,FALSE,-4.570657574178102,FALSE,FALSE
RP11-761B3.1,FALSE,7.388655152069747,TRUE,FALSE
FSCN2,TRUE,2.218733542781604,TRUE,TRUE
SLC35G5,TRUE,2.4040839178787174,TRUE,TRUE
TAF6,FALSE,-1.8215722831470407,FALSE,FALSE
MASP1,FALSE,-4.718032572805684,FALSE,FALSE
KAT6A,FALSE,-1.0416222163043438,FALSE,FALSE
UQCRH,TRUE,-3.1576080514208207,FALSE,FALSE
WASL,FALSE,-2.739939115376801,FALSE,FALSE
SOD2,TRUE,0.9776222739603498,FALSE,FALSE
MRPL43,TRUE,-2.3099237552419094,FALSE,FALSE
NUDT1,TRUE,-0.9706781279794809,FALSE,FALSE
SNX8,FALSE,-1.7340728600233666,FALSE,FALSE
ARMCX5,FALSE,-3.5200237690208356,FALSE,FALSE
EIF3B,FALSE,-0.8059958121682153,FALSE,FALSE
AKT1,FALSE,-2.1515239940648696,FALSE,FALSE
ACVR2A,TRUE,-0.009005616263861147,FALSE,FALSE
XXbac-BPG248L24.13,TRUE,8.19130601891869,TRUE,TRUE
RP11-434P11.2,TRUE,1.1053530001462286,TRUE,TRUE
MPHOSPH8,FALSE,-2.1795463799512045,FALSE,FALSE
TMEM64,TRUE,-0.5236072447839519,FALSE,FALSE
PITPNA,FALSE,0.6190841971373238,FALSE,FALSE
PRPF8,FALSE,-1.5288026091338978,FALSE,FALSE
SOCS6,FALSE,-4.078160037255662,FALSE,FALSE
EPB41L5,TRUE,0.3868278696804572,FALSE,FALSE
STEAP3,FALSE,-4.6411055787586895,FALSE,FALSE
CHFR,FALSE,-0.5264085948323975,FALSE,FALSE
FYTTD1,TRUE,-1.583108136660084,FALSE,FALSE
KRT10,FALSE,-6.1662210326788935,FALSE,FALSE
SYS1-DBNDD2,FALSE,-3.6294136176910143,FALSE,FALSE
TP53I3,FALSE,-2.83380625716833,FALSE,FALSE
SF3B14,FALSE,-2.883176182021266,FALSE,FALSE
WDR6,FALSE,-2.913952005761498,FALSE,FALSE
GNA11,FALSE,-1.9333363376866057,FALSE,FALSE
DNAJC27,FALSE,-1.757535800648959,FALSE,FALSE
NOD1,TRUE,-2.0326046654319274,FALSE,FALSE
GARS,FALSE,-3.112862131353368,FALSE,FALSE
SYNPO2,FALSE,-4.059818894800241,FALSE,FALSE
STAM2,TRUE,-2.1956536376822147,FALSE,FALSE
SUZ12,TRUE,-1.3618328821070995,FALSE,FALSE
KHSRP,FALSE,-1.7497988526984922,FALSE,FALSE
OOEP,TRUE,7.98299357469431,TRUE,TRUE
ZNF10,FALSE,1.578688663813002,TRUE,FALSE
GPD2,TRUE,-1.924001124401283,FALSE,FALSE
RP4-583P15.14,FALSE,-0.46539299304132264,FALSE,FALSE
AAAS,FALSE,-2.404364358328495,FALSE,FALSE
CBX5,TRUE,-2.2389108210969466,FALSE,FALSE
TBC1D2B,FALSE,-3.3045443543756,FALSE,FALSE
EIF2AK2,FALSE,-1.685448253358688,FALSE,FALSE
RP11-221N13.3,FALSE,0.32025927452674396,FALSE,FALSE
TBRG1,FALSE,-2.5068090397225298,FALSE,FALSE
ANKIB1,TRUE,-1.017972779664289,FALSE,FALSE
CYP51A1,FALSE,-1.562006384850113,FALSE,FALSE
CDC40,TRUE,-0.8978949668369522,FALSE,FALSE
KRIT1,FALSE,-1.6048773190401269,FALSE,FALSE
AFF1,TRUE,-1.203644791365754,FALSE,FALSE
ERN1,FALSE,1.3771350057438512,TRUE,FALSE
TMBIM4,FALSE,-3.2358517939079854,FALSE,FALSE
LAMC2,FALSE,-3.7571308474155027,FALSE,FALSE
RP11-934B9.3,FALSE,-3.9541963103868754,FALSE,FALSE
CTD-2207P18.2,TRUE,1.099761429758384,TRUE,TRUE
ZNF782,TRUE,0.47306962065025926,FALSE,FALSE
CWC25,FALSE,0.05116565459954421,FALSE,FALSE
PSMB3,FALSE,-2.721524097908114,FALSE,FALSE
MLLT6,FALSE,-2.317559125385246,FALSE,FALSE
RPL19,FALSE,-2.792640018243939,FALSE,FALSE
ACTG1,FALSE,-2.5262866462887437,FALSE,FALSE
RUVBL2,TRUE,-0.014313403485309214,FALSE,FALSE
MSRB3,TRUE,-3.1987579642022994,FALSE,FALSE
DERA,TRUE,-1.5721098986490931,FALSE,FALSE
UBASH3B,TRUE,-3.572636796351549,FALSE,FALSE
GIT1,FALSE,-2.875526424699183,FALSE,FALSE
TADA2A,TRUE,-1.5274442607753986,FALSE,FALSE
SLC16A7,FALSE,-1.6782651792827825,FALSE,FALSE
CXorf40A,TRUE,-0.9532976029256264,FALSE,FALSE
NUFIP2,TRUE,-0.8449574555203538,FALSE,FALSE
RP11-358M11.3,TRUE,7.043300754364182,TRUE,TRUE
RP11-96O20.4,FALSE,-1.6928339666382586,FALSE,FALSE
CLPTM1L,FALSE,-1.5689825704580795,FALSE,FALSE
TBCEL,TRUE,-2.816187302077748,FALSE,FALSE
ZNHIT3,FALSE,-4.391171972110498,FALSE,FALSE
AATF,FALSE,-1.0469028858879281,FALSE,FALSE
DHRS11,TRUE,1.2325308681260314,TRUE,TRUE
NCL,TRUE,-1.7396941340239334,FALSE,FALSE
CASP2,FALSE,-2.764257285833946,FALSE,FALSE
FAHD2A,TRUE,-2.442698892494369,FALSE,FALSE
CHCHD2,TRUE,-3.102339451858755,FALSE,FALSE
PPT2,FALSE,-2.8035243322442387,FALSE,FALSE
ACTR1B,FALSE,-3.7394944204769445,FALSE,FALSE
MOB2,TRUE,-1.4029086682575815,FALSE,FALSE
ZNF532,FALSE,-3.060300510267814,FALSE,FALSE
NLRP10,FALSE,-3.03909981968894,FALSE,FALSE
ACTR3,TRUE,-2.2171116868867546,FALSE,FALSE
RP11-474G23.1,FALSE,-2.6776117886868307,FALSE,FALSE
C4A,FALSE,3.233700911875627,TRUE,FALSE
B4GALNT4,FALSE,-1.551290071038652,FALSE,FALSE
SLC35F5,FALSE,-2.1472175837707623,FALSE,FALSE
ATOX1,FALSE,-3.075361999909332,FALSE,FALSE
LRRC37A2,FALSE,-0.9272758357988792,FALSE,FALSE
RP11-932O9.10,FALSE,-1.5618406152668283,FALSE,FALSE
LMAN1,FALSE,-2.7234807036138857,FALSE,FALSE
NDUFA4,TRUE,-2.8925072791465545,FALSE,FALSE
RP11-214C8.2,TRUE,7.399171093819823,TRUE,TRUE
FNDC4,FALSE,-3.0720951454603798,FALSE,FALSE
LINC00511,FALSE,1.7985082892775317,TRUE,FALSE
GPR75-ASB3,FALSE,0.5168024213406128,FALSE,FALSE
PSMD14,TRUE,-2.0288998209488294,FALSE,FALSE
ITGA4,FALSE,-2.9659859677349463,FALSE,FALSE
SNX17,TRUE,-3.149844339427283,FALSE,FALSE
GTF3C2,FALSE,-2.141399866729363,FALSE,FALSE
MPV17,FALSE,-1.7963170836950682,FALSE,FALSE
ARID5B,TRUE,-3.7228235231408076,FALSE,FALSE
RP11-553L6.5,FALSE,-0.38356632637798976,FALSE,FALSE
NRBP1,FALSE,-3.216288734167688,FALSE,FALSE
CDH2,FALSE,-3.2483404986680338,FALSE,FALSE
EIF2B4,TRUE,-3.058274705866603,FALSE,FALSE
IQCE,TRUE,0.3252819012196364,FALSE,FALSE
DALRD3,TRUE,0.3731475320818503,FALSE,FALSE
HOXA6,FALSE,-0.13401734797168738,FALSE,FALSE
BRAT1,FALSE,-2.949658881214252,FALSE,FALSE
INO80B,FALSE,-2.2946678719188847,FALSE,FALSE
LFNG,TRUE,-0.5169440772925049,FALSE,FALSE
HIST1H3F,FALSE,-6.050123338899936,FALSE,FALSE
MOGS,TRUE,-2.7237576047192977,FALSE,FALSE
HOXA5,FALSE,0.36379555836337585,FALSE,FALSE
IMPG2,TRUE,4.215786938225879,TRUE,TRUE
CMTR2,FALSE,-4.106814957587674,FALSE,FALSE
SSH1,FALSE,-3.7906224466504304,FALSE,FALSE
PPM1G,FALSE,-2.210280836280191,FALSE,FALSE
PCNP,TRUE,-1.7818739516484035,FALSE,FALSE
SNORD3C,TRUE,-1.4031241777353434,FALSE,FALSE
NPM1,TRUE,-1.2205483423937968,FALSE,FALSE
ZBTB39,FALSE,-3.344098440259103,FALSE,FALSE
TCEA2,TRUE,-1.4762762493923356,FALSE,FALSE
NAB2,FALSE,-4.769862027401949,FALSE,FALSE
RGS19,FALSE,-3.1758773359958843,FALSE,FALSE
STAT6,TRUE,-2.1244164359387963,FALSE,FALSE
TMEM194A,FALSE,-2.356166556877451,FALSE,FALSE
GNB2,FALSE,-3.656024516458842,FALSE,FALSE
POP7,FALSE,-4.094056047139662,FALSE,FALSE
BPGM,TRUE,-2.6985858306579105,FALSE,FALSE
ANAPC4,TRUE,0.3822960980812439,FALSE,FALSE
KLHL11,FALSE,-0.18817641668558568,FALSE,FALSE
ZC3H18,FALSE,-0.6708709620300928,FALSE,FALSE
SNRNP48,TRUE,-0.799603775842213,FALSE,FALSE
THY1,FALSE,-5.34489629264005,FALSE,FALSE
PEPD,FALSE,-1.7457280085815188,FALSE,FALSE
POLR1D,FALSE,-2.9243891859858575,FALSE,FALSE
STX16-NPEPL1,FALSE,-1.5994251156642647,FALSE,FALSE
TAPBP,FALSE,-2.8369502294412348,FALSE,FALSE
GALC,FALSE,-1.7206944249917226,FALSE,FALSE
ZNF81,FALSE,-0.1373924660507237,FALSE,FALSE
C15orf39,FALSE,-2.460142091983056,FALSE,FALSE
ELOVL5,FALSE,-2.5951094564578643,FALSE,FALSE
GOLGA6C,TRUE,5.91169158187234,TRUE,TRUE
FBXO22,TRUE,0.8535847650902413,FALSE,FALSE
TRIM37,FALSE,-0.8493678648228643,FALSE,FALSE
EPC1,TRUE,-1.6131086372160577,FALSE,FALSE
RAD51C,TRUE,-3.087907089149428,FALSE,FALSE
Sep-04,FALSE,5.159070417954239,TRUE,FALSE
MTMR4,FALSE,-1.82580877058666,FALSE,FALSE
RNASEK,FALSE,-1.5468832949432145,FALSE,FALSE
FANCG,FALSE,-2.301440268473129,FALSE,FALSE
PPP1R26,FALSE,-4.157927468342719,FALSE,FALSE
ARV1,FALSE,-3.6085750579431064,FALSE,FALSE
HIBADH,FALSE,-2.696448857945058,FALSE,FALSE
RP11-364L4.3,TRUE,7.7535510546006545,TRUE,TRUE
RP11-686O6.2,TRUE,-2.0950131148602202,FALSE,FALSE
GOLGA5,FALSE,-3.228892389509505,FALSE,FALSE
TAX1BP1,FALSE,-0.25796720286489117,FALSE,FALSE
LRRC66,TRUE,3.452433084271132,TRUE,TRUE
PCDHGB1,FALSE,-3.987033172117884,FALSE,FALSE
TANC1,TRUE,-0.19141049272780522,FALSE,FALSE
RAPGEFL1,TRUE,0.7921525154139336,FALSE,FALSE
UPRT,TRUE,-1.6546577246583958,FALSE,FALSE
STRAP,FALSE,-2.5331399050811605,FALSE,FALSE
CASC3,TRUE,-2.003089945582329,FALSE,FALSE
PSMD3,FALSE,-2.5903133993380765,FALSE,FALSE
ACVR1,FALSE,-3.2696850487242552,FALSE,FALSE
MINOS1,FALSE,-2.775723313008493,FALSE,FALSE
SSBP1,TRUE,-2.0920635202729247,FALSE,FALSE
GPATCH8,FALSE,-0.6725147266199439,FALSE,FALSE
MLF1,TRUE,1.2023745277594904,TRUE,TRUE
HOXA13,FALSE,-3.386550127054139,FALSE,FALSE
PCDHGA3,FALSE,-4.000580366769163,FALSE,FALSE
CPED1,TRUE,-2.694919697585428,FALSE,FALSE
NDUFAF3,FALSE,-1.8806754280467328,FALSE,FALSE
CENPA,FALSE,-4.368253717888291,FALSE,FALSE
NET1,TRUE,-2.3555268935272977,FALSE,FALSE
ADM5,FALSE,3.9912159462305583,TRUE,FALSE
STX1A,FALSE,-2.5871627375985673,FALSE,FALSE
PLEKHA8,TRUE,-1.6632674962209457,FALSE,FALSE
CTD-2369P2.2,FALSE,-3.5766084245935907,FALSE,FALSE
TMED4,FALSE,-2.262919683155439,FALSE,FALSE
TRHDE,FALSE,-1.7671923815980657,FALSE,FALSE
UBTF,FALSE,-0.38859692978324945,FALSE,FALSE
FBXL20,FALSE,-1.1105528023899103,FALSE,FALSE
ZBTB4,TRUE,-2.8046533463442085,FALSE,FALSE
COPG2,FALSE,-3.125774231167828,FALSE,FALSE
GRB10,FALSE,-1.6110946913127764,FALSE,FALSE
RP11-33B1.3,FALSE,-1.1826533062852347,FALSE,FALSE
ABHD11,FALSE,-4.39364648325128,FALSE,FALSE
ATXN3,FALSE,-1.0288301494686234,FALSE,FALSE
FKBP14,TRUE,-3.2701488022772787,FALSE,FALSE
UBE2V2,TRUE,-1.5079400804973109,FALSE,FALSE
SMYD4,FALSE,-2.1234309788324226,FALSE,FALSE
SFSWAP,FALSE,0.27732999020909743,FALSE,FALSE
DIO3,FALSE,2.2274104961030727,TRUE,FALSE
MOK,FALSE,-4.193797761576121,FALSE,FALSE
HSP90AA1,TRUE,-3.9056135548670072,FALSE,FALSE
RPS18,FALSE,-2.036462605700639,FALSE,FALSE
CTXN1,FALSE,-2.158792259107689,FALSE,FALSE
RP11-464F9.22,TRUE,2.0293205736702213,TRUE,TRUE
SIN3A,TRUE,-0.5169019172655908,FALSE,FALSE
SNUPN,FALSE,-1.95462320639262,FALSE,FALSE
PTPLAD1,TRUE,-3.4396617903198057,FALSE,FALSE
THYN1,FALSE,-6.556232324466973,FALSE,FALSE
POMK,FALSE,-1.3242659091658195,FALSE,FALSE
VPS26B,FALSE,-3.065163416619526,FALSE,FALSE
NCAPD3,TRUE,-1.0968873110983706,FALSE,FALSE
TTC3,FALSE,-2.8451404526505577,FALSE,FALSE
MED8,FALSE,-3.731997786643742,FALSE,FALSE
DPP8,TRUE,-1.8596730950638096,FALSE,FALSE
PLTP,TRUE,-0.6116736556058426,FALSE,FALSE
FRY,TRUE,-1.5822883664228304,FALSE,FALSE
CUL3,TRUE,-1.0967718891024347,FALSE,FALSE
ZNF343,FALSE,-3.258327932658603,FALSE,FALSE
COX15,FALSE,-1.9963595866606367,FALSE,FALSE
GSS,TRUE,-2.4411672311034973,FALSE,FALSE
PCIF1,TRUE,-1.149427670077268,FALSE,FALSE
THEM4,TRUE,-0.4061144202572276,FALSE,FALSE
CPXM1,FALSE,-2.3985112840234843,FALSE,FALSE
TRPC4AP,FALSE,-1.0080607779845525,FALSE,FALSE
PYGB,FALSE,-2.5611438812030403,FALSE,FALSE
ABHD12,FALSE,-2.1771930019063515,FALSE,FALSE
MAVS,FALSE,-3.332405913078577,FALSE,FALSE
DUS2,FALSE,-0.6919961476442524,FALSE,FALSE
ALDH4A1,FALSE,-1.539630324684666,FALSE,FALSE
IFNE,FALSE,-2.583331415142228,FALSE,FALSE
SECISBP2L,TRUE,-0.6624959614688026,FALSE,FALSE
USP8,TRUE,-0.32277899142685545,FALSE,FALSE
BMPR2,TRUE,-1.6916486395226777,FALSE,FALSE
TMOD3,TRUE,-1.373986822994761,FALSE,FALSE
EZH2,FALSE,-0.7932633878057006,FALSE,FALSE
TMEM106B,TRUE,-3.2808654382654763,FALSE,FALSE
GIGYF2,FALSE,-0.759925160706193,FALSE,FALSE
VEGFC,FALSE,-3.9922949344755194,FALSE,FALSE
MEST,TRUE,1.0862179580590328,TRUE,TRUE
XRN2,FALSE,-1.9589048232489947,FALSE,FALSE
TRAF3IP1,TRUE,-0.7681656564836192,FALSE,FALSE
RPS29,FALSE,-2.065291460251719,FALSE,FALSE
UCKL1,FALSE,-2.223679967196908,FALSE,FALSE
PCM1,FALSE,-1.6584864620465634,FALSE,FALSE
TTC4,FALSE,-2.287965393807473,FALSE,FALSE
VDAC3,TRUE,-3.1706258491805976,FALSE,FALSE
C8orf44-SGK3,FALSE,-0.5798024739393468,FALSE,FALSE
C9orf69,FALSE,-3.6361234005037883,FALSE,FALSE
COQ7,FALSE,-1.0892421159353387,FALSE,FALSE
ZMYM6NB,FALSE,-2.425133377014351,FALSE,FALSE
PHF14,FALSE,-1.9110518186863592,FALSE,FALSE
RUFY3,FALSE,-0.9924627492063293,FALSE,FALSE
NRF1,TRUE,-1.9038130794982853,FALSE,FALSE
CTD-2228K2.5,FALSE,-5.205904298547879,FALSE,FALSE
ACAD8,FALSE,-2.9909041692622256,FALSE,FALSE
FAM218A,FALSE,-4.4710945361628776,FALSE,FALSE
ZNHIT1,FALSE,-2.8683412205762853,FALSE,FALSE
CLDN15,TRUE,0.8102412752195416,FALSE,FALSE
ADARB1,TRUE,-2.1037832380559385,FALSE,FALSE
ZDBF2,TRUE,-1.8956960095400257,FALSE,FALSE
GLCCI1,FALSE,-1.6087823970927524,FALSE,FALSE
CTC-260F20.3,FALSE,-0.8341097974785694,FALSE,FALSE
RP11-318E3.9,TRUE,-1.9225004320654864,FALSE,FALSE
SDAD1,FALSE,-1.3354630730104748,FALSE,FALSE
GTF2F2,TRUE,-0.4399357682774951,FALSE,FALSE
QRSL1,TRUE,-0.15970922797194645,FALSE,FALSE
C6orf203,FALSE,-2.792029782829828,FALSE,FALSE
SNX9,FALSE,-1.9383221259793793,FALSE,FALSE
TULP4,TRUE,-1.1310807488606518,FALSE,FALSE
PSEN1,TRUE,1.4810664850457602,TRUE,TRUE
RDH11,FALSE,-2.180329435292775,FALSE,FALSE
TMEM165,TRUE,-2.49690632405596,FALSE,FALSE
CLOCK,TRUE,-1.8503586371887486,FALSE,FALSE
RBM6,FALSE,-0.7079661069710418,FALSE,FALSE
AMFR,FALSE,-2.350133950776786,FALSE,FALSE
PDGFRA,FALSE,-3.149196267819948,FALSE,FALSE
RSPH3,FALSE,-2.8992195822555895,FALSE,FALSE
NTM,TRUE,-2.727293114012857,FALSE,FALSE
MAS1,TRUE,8.111657346263131,TRUE,TRUE
TMEM69,FALSE,-2.0383922346824126,FALSE,FALSE
GPBP1L1,FALSE,-1.0460690266032113,FALSE,FALSE
MLLT4,FALSE,-0.5846790914203941,FALSE,FALSE
XPO1,FALSE,-2.21328223118449,FALSE,FALSE
PRRT2,FALSE,-1.290978004411653,FALSE,FALSE
ZNF23,FALSE,-1.4024285335771838,FALSE,FALSE
RP1-102H19.8,FALSE,2.9483105229884994,TRUE,FALSE
HSD17B11,FALSE,-2.519915203555532,FALSE,FALSE
CCDC17,TRUE,3.2429669525418516,TRUE,TRUE
XXbac-B444P24.14,FALSE,-2.001076236559339,FALSE,FALSE
SLC39A9,TRUE,-1.126500804609392,FALSE,FALSE
AC003101.1,FALSE,-1.5543471334830719,FALSE,FALSE
ETFDH,TRUE,-2.681953250044217,FALSE,FALSE
SCN9A,TRUE,-2.404983834614921,FALSE,FALSE
MTRNR2L2,FALSE,-3.663587266361961,FALSE,FALSE
MRPL32,TRUE,-2.328167749523348,FALSE,FALSE
PLRG1,TRUE,-2.4440464554311254,FALSE,FALSE
PSMA2,FALSE,-2.615211402827831,FALSE,FALSE
ZNF117,FALSE,-0.585945597890979,FALSE,FALSE
PHF20,TRUE,-1.755421141910958,FALSE,FALSE
UFL1,TRUE,-3.4051344055111477,FALSE,FALSE
C11orf31,FALSE,-1.179084039520955,FALSE,FALSE
CLIP1,FALSE,-1.7010549836451456,FALSE,FALSE
SYNPO,TRUE,-2.4808498924677007,FALSE,FALSE
CCDC62,TRUE,4.648288436089985,TRUE,TRUE
HIP1R,TRUE,0.4333914165744052,FALSE,FALSE
GLI3,FALSE,-1.24882566819314,FALSE,FALSE
COL5A2,FALSE,-3.764871590736091,FALSE,FALSE
ACTN1,FALSE,-3.0013290835743645,FALSE,FALSE
BLOC1S5-TXNDC5,FALSE,-2.9138609056254,FALSE,FALSE
RP11-419I17.1,FALSE,0.05741509284929076,FALSE,FALSE
